Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
CA-2020-152275,10/1/2020,10/8/2020,Standard Class,KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.672,6,0.5004
US-2019-123750,4/15/2019,4/21/2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,-145.3508
US-2019-123750,4/15/2019,4/21/2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,TEC-AC-10004659,Technology,Accessories,ImationˇSecure+ Hardware Encrypted USB 2.0ˇFlash Drive; 16GB,408.744,7,76.6395
US-2019-123750,4/15/2019,4/21/2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,TEC-AC-10004659,Technology,Accessories,ImationˇSecure+ Hardware Encrypted USB 2.0ˇFlash Drive; 16GB,291.96,5,54.7425
US-2019-123750,4/15/2019,4/21/2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.768,2,-0.7748
CA-2019-127369,6/6/2019,6/7/2019,First Class,DB-13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,East,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,5,207.147
CA-2019-147375,6/12/2019,6/14/2019,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,43.1991
CA-2019-147375,6/12/2019,6/14/2019,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313.488,7,113.6394
CA-2020-130043,9/15/2020,9/19/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Houston,Texas,Central,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.872,8,11.5536
CA-2020-157252,1/20/2020,1/23/2020,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,2.3094
CA-2019-115756,9/5/2019,9/7/2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1,3.666
CA-2019-115756,9/5/2019,9/7/2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,3,23.3928
CA-2019-115756,9/5/2019,9/7/2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,20.5755
CA-2019-115756,9/5/2019,9/7/2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,42.0256
CA-2019-115756,9/5/2019,9/7/2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,29.1528
CA-2019-115756,9/5/2019,9/7/2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05,7,10.584
CA-2020-154214,3/20/2020,3/25/2020,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,1.3677
CA-2019-166674,4/1/2019,4/3/2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,15.4752
CA-2019-166674,4/1/2019,4/3/2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,9.7164
CA-2019-166674,4/1/2019,4/3/2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,71.2476
CA-2019-166674,4/1/2019,4/3/2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,7.9248
CA-2019-166674,4/1/2019,4/3/2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84,3,2.8536
CA-2019-166674,4/1/2019,4/3/2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,9.1312
CA-2020-147277,10/20/2020,10/24/2020,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,-75.8304
CA-2020-147277,10/20/2020,10/24/2020,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,66.5408
CA-2019-100153,12/13/2019,12/17/2019,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,24.9132
US-2019-157945,9/26/2019,10/1/2019,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,-96.1146
US-2019-157945,9/26/2019,10/1/2019,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,8.928,2,3.348
CA-2019-109869,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.068
CA-2019-109869,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.4832
CA-2019-109869,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.485,5,-20.889
CA-2019-109869,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,-34.758
CA-2019-109869,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,5.8704
CA-2020-154907,3/31/2020,4/4/2020,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,-36.2352
US-2019-100419,12/16/2019,12/20/2019,Second Class,CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,3,-7.9002
CA-2019-103891,7/12/2019,7/19/2019,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,7.182
CA-2019-152632,10/27/2019,11/2/2019,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Troy,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,19.296
CA-2019-100790,6/26/2019,7/2/2019,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,6.615
CA-2019-100790,6/26/2019,7/2/2019,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,84.51
CA-2020-140963,6/10/2020,6/13/2020,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,14.8
CA-2020-140963,6/10/2020,6/13/2020,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,-30.245
CA-2020-140963,6/10/2020,6/13/2020,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.4975
CA-2019-169166,5/9/2019,5/14/2019,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.1572
US-2019-120929,3/18/2019,3/21/2019,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,-94.941
CA-2019-126158,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,8,40.3704
CA-2019-126158,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,81.8432
CA-2019-126158,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,18.1176
CA-2019-126158,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,22.869
US-2019-105578,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08
US-2019-105578,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,2,-11.9616
US-2019-105578,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,50.098
US-2019-105578,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.376,3,-1.9008
US-2019-105578,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,1,11.8871
CA-2020-134978,11/12/2020,11/15/2020,Second Class,EB-13705,Ed Braxton,Corporate,United States,New York City,New York,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,5,5.373
CA-2020-135307,11/26/2020,11/27/2020,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,40.416
CA-2020-135307,11/26/2020,11/27/2020,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,Central,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38.04,2,12.1728
CA-2019-106341,10/20/2019,10/23/2019,First Class,LF-17185,Luke Foster,Consumer,United States,Newark,Ohio,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152,3,0.7152
CA-2020-163405,12/21/2020,12/25/2020,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,1.7901
CA-2020-163405,12/21/2020,12/25/2020,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,5.88,2,1.7052
CA-2020-127432,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,1379.977
CA-2020-127432,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,13.8915
CA-2020-127432,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,5.382
CA-2020-127432,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,56.301
CA-2020-145142,1/23/2020,1/25/2020,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,21.098
US-2019-139486,5/21/2019,5/23/2019,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,3,-12.4146
US-2019-139486,5/21/2019,5/23/2019,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,TEC-AC-10003832,Technology,Accessories,Imationˇ16GB Mini TravelDrive USB 2.0ˇFlash Drive,66.26,2,27.1666
CA-2020-113558,10/21/2020,10/26/2020,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,42.747
CA-2020-113558,10/21/2020,10/26/2020,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,5.1408
US-2020-129441,9/7/2020,9/11/2020,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,2.397
CA-2019-168753,5/29/2019,6/1/2019,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,274.386
CA-2019-168753,5/29/2019,6/1/2019,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5,11.375
CA-2019-126613,7/10/2019,7/16/2019,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,1.4672
US-2020-122637,9/3/2020,9/8/2020,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,7,-68.1856
CA-2019-136924,7/14/2019,7/17/2019,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,8,38.0864
CA-2020-162929,11/19/2020,11/22/2020,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,East,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28,6,13.932
CA-2020-162929,11/19/2020,11/22/2020,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2,6.4128
CA-2019-136406,4/15/2019,4/17/2019,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0
CA-2020-112774,9/11/2020,9/12/2020,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,6.0382
CA-2020-101945,11/24/2020,11/28/2020,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,3,2.5707
CA-2020-100650,6/29/2020,7/3/2020,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,310.9872
CA-2019-113243,6/10/2019,6/15/2019,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,9.936
CA-2019-113243,6/10/2019,6/15/2019,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,West,FUR-TA-10004256,Furniture,Tables,Bretford ?Just In Time? Height-Adjustable Multi-Task Work Tables,1335.68,4,-217.048
CA-2019-113243,6/10/2019,6/15/2019,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,15.552
CA-2020-118731,11/20/2020,11/22/2020,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,16.614
CA-2020-118731,11/20/2020,11/22/2020,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,7,27.3182
CA-2020-137099,12/7/2020,12/10/2020,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,3,46.797
CA-2020-156951,10/1/2020,10/8/2020,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,8,45.0016
CA-2020-156951,10/1/2020,10/8/2020,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.088,7,27.3672
CA-2020-156951,10/1/2020,10/8/2020,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,9.3312
CA-2020-156951,10/1/2020,10/8/2020,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0
CA-2020-164826,12/28/2020,1/4/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7,34.776
CA-2020-164826,12/28/2020,1/4/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4,6.4216
CA-2020-164826,12/28/2020,1/4/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7,11.2266
CA-2020-164826,12/28/2020,1/4/2019,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3,4.0095
CA-2019-127250,11/3/2019,11/7/2019,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3,2.3814
CA-2020-118640,7/20/2020,7/26/2020,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2,8.714
CA-2020-118640,7/20/2020,7/26/2020,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,-5.7148
CA-2020-145233,12/1/2020,12/5/2020,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,3,52.9173
CA-2020-145233,12/1/2020,12/5/2020,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2,9.2386
CA-2020-145233,12/1/2020,12/5/2020,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,3,3.5046
CA-2020-145233,12/1/2020,12/5/2020,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7,-4.7481
CA-2020-145233,12/1/2020,12/5/2020,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo CordedˇHeadset,406.368,4,30.4776
US-2019-156986,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,-20.1362
US-2019-156986,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,7.2576
US-2019-156986,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,-12.8961
US-2019-156986,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,3.6288
CA-2019-120200,7/14/2019,7/16/2019,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,1.0178
US-2019-100720,7/16/2019,7/21/2019,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,-28.7964
US-2019-100720,7/16/2019,7/21/2019,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4,-115.3544
US-2019-100720,7/16/2019,7/21/2019,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.73
CA-2019-161816,4/28/2019,5/1/2019,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,41.5773
CA-2019-161816,4/28/2019,5/1/2019,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,5.6956
CA-2019-121223,9/11/2019,9/13/2019,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,2.64
CA-2019-121223,9/11/2019,9/13/2019,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,-157.9383
CA-2020-138611,11/14/2020,11/17/2020,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,15.992
CA-2020-138611,11/14/2020,11/17/2020,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2,-2.7968
CA-2020-117947,8/18/2020,8/23/2020,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,15.7872
CA-2020-117947,8/18/2020,8/23/2020,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,3.0814
CA-2020-117947,8/18/2020,8/23/2020,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,33.57
CA-2020-117947,8/18/2020,8/23/2020,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1,10.9939
